Source,"Product 
Type",TableName,Source System FIeld Name,IMPACTED FIELD FOR RULE CODE (for DQ team reference),New_Rule_Code_Format,Data Field,Rule Description,Logic,main_table,main_column,sub_table,sub_column,dependency_table,dependency_column,rule_logic_desc
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_BRD_DATE","Entity Type
Date Of Registration",DOR_Rule_1_MRX,Date Of Registration,Dt Of Reg <> 'BLANK' & must follow SRC Dt format,,TRN_CPDF_DBF,TRN_CPDF_DBF.M_BRD_DATE,,,,,Cannot be blank and follow source date format with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldIncorporationDate","Entity Type
Date Of Registration",DOR_Rule_1_POR,Date Of Registration,Dt Of Reg <> 'BLANK' & must follow SRC Dt format,,tblCustomers,tblCustomers.fldIncorporationDate,,,,,Cannot be blank and follow source date format with Entity Type
TCS,Loan and Deposit,MIS004,"MIS004.MI004_CUSTOMER_TYPE
MIS004.MI004_BIRTH_DATE_1","Entity Type
Date Of Registration",DOR_Rule_1_TCS,Date Of Registration,Dt Of Reg <> 'BLANK' & must follow SRC Dt format,,MIS004,MIS004.MI004_BIRTH_DATE_1,,,,,Cannot be blank and follow source date format with Entity Type
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.INCORPORATION_DATE","Entity Type
Date Of Registration",DOR_Rule_1_Tomswin,Date Of Registration,Dt Of Reg <> 'BLANK' & must follow SRC Dt format,,TMS_Customers,TMS_Customers.INCORPORATION_DATE,,,,,Cannot be blank and follow source date format with Entity Type
WMS,_,DL_CIF,DL_CIF.CIF_DOB,"Entity Type = ORG
Date Of Registration",DOR_Rule_1_WMS,Date Of Registration,Dt Of Reg <> 'BLANK' & must follow SRC Dt format,,DL_CIF,DL_CIF.CIF_DOB,,,,,Cannot be blank and follow source date format with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMDB1
FLACM.FLMDB2","Entity Type
Date Of Registration",DOR_Rule_2_AMS,Date Of Registration,St&ard Dt validation rules must follow SRC Dt format,"DOB detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for DOB",FLACM,"FLACM.FLMDB1,FLACM.FLMDB2",,,,,Standard date validation rules must follow source date format with Entity Type
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFBIR6","Entity Type
Date Of Registration",DOR_Rule_2_CLS,Date Of Registration,St&ard Dt validation rules must follow SRC Dt format,,CFMAST,CFMAST.CFBIR6,,,,,Standard date validation rules must follow source date format with Entity Type
CPR,_,FTDWD613,"FTDWD613.CO_ENTITY_TYP
FTDWD613.CO_REGISTRATION_DATE","Entity Type
Date Of Registration",DOR_Rule_2_CPR,Date Of Registration,St&ard Dt validation rules must follow SRC Dt format,,FTDWD613,FTDWD613.CO_REGISTRATION_DATE,,,,,Standard date validation rules must follow source date format with Entity Type
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1BHDT","Entity Type
Date Of Registration",DOR_Rule_2_EAM,Date Of Registration,St&ard Dt validation rules must follow SRC Dt format,,CLMST,CLMST.C1BHDT,,,,,Standard date validation rules must follow source date format with Entity Type
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.C1BHDT","Entity Type
Date Of Registration",DOR_Rule_2_MAS,Date Of Registration,St&ard Dt validation rules must follow SRC Dt format,,CLMST,CLMST.C1BHDT,,,,,Standard date validation rules must follow source date format with Entity Type
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_BRD_DATE","Entity Type
Date Of Registration",DOR_Rule_2_MRX,Date Of Registration,St&ard Dt validation rules must follow SRC Dt format,,TRN_CPDF_DBF,TRN_CPDF_DBF.M_BRD_DATE,,,,,Standard date validation rules must follow source date format with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldIncorporationDate","Entity Type
Date Of Registration",DOR_Rule_2_POR,Date Of Registration,St&ard Dt validation rules must follow SRC Dt format,,tblCustomers,tblCustomers.fldIncorporationDate,,,,,Standard date validation rules must follow source date format with Entity Type
TCS,Loan and Deposit,MIS004,"MI004_CUSTOMER_TYPE
MI004_BIRTH_DATE_1","Entity Type
Date Of Registration",DOR_Rule_2_TCS,Date Of Registration,St&ard Dt validation rules must follow SRC Dt format,,MIS004,MIS004.MI004_BIRTH_DATE_1,,,,,Standard date validation rules must follow source date format with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMDB1
FLACM.FLMDB2","Entity Type
Date Of Registration",DOR_Rule_3_AMS,Date Of Registration,Dt <> future Dt from St&ard current Dt,"DOB detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for DOB",FLACM,"FLACM.FLMDB1,FLACM.FLMDB2",,,,,"Date cannot be future date from current date, some with Entity Type"
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFBIR6","Entity Type
Date Of Registration",DOR_Rule_3_CLS,Date Of Registration,Dt <> future Dt from St&ard current Dt,,CFMAST,CFMAST.CFBIR6,,,,,"Date cannot be future date from current date, some with Entity Type"
CPR,_,FTDWD613,"FTDWD613.CO_ENTITY_TYP
FTDWD613.CO_REGISTRATION_DATE","Entity Type
Date Of Registration",DOR_Rule_3_CPR,Date Of Registration,Dt <> future Dt from St&ard current Dt,,FTDWD613,FTDWD613.CO_REGISTRATION_DATE,,,,,"Date cannot be future date from current date, some with Entity Type"
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1BHDT","Entity Type
Date Of Registration",DOR_Rule_3_EAM,Date Of Registration,Dt <> future Dt from St&ard current Dt,,CLMST,CLMST.C1BHDT,,,,,"Date cannot be future date from current date, some with Entity Type"
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.C1BHDT","Entity Type
Date Of Registration",DOR_Rule_3_MAS,Date Of Registration,Dt <> future Dt from St&ard current Dt,,CLMST,CLMST.C1BHDT,,,,,"Date cannot be future date from current date, some with Entity Type"
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_BRD_DATE","Entity Type
Date Of Registration",DOR_Rule_3_MRX,Date Of Registration,Dt <> future Dt from St&ard current Dt,,TRN_CPDF_DBF,TRN_CPDF_DBF.M_BRD_DATE,,,,,"Date cannot be future date from current date, some with Entity Type"
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldIncorporationDate","Entity Type
Date Of Registration",DOR_Rule_3_POR,Date Of Registration,Dt <> future Dt from St&ard current Dt,,tblCustomers,tblCustomers.fldIncorporationDate,,,,,"Date cannot be future date from current date, some with Entity Type"
TCS,Loan and Deposit,MIS004,"MIS004.MI004_CUSTOMER_TYPE
MIS004.MI004_BIRTH_DATE_1","Entity Type
Date Of Registration",DOR_Rule_3_TCS,Date Of Registration,Dt <> future Dt,,MIS004,MIS004.MI004_BIRTH_DATE_1,,,,,"Date cannot be future date from current date, some with Entity Type"
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.INCORPORATION_DATE","Entity Type
Date Of Registration",DOR_Rule_3_Tomswin,Date Of Registration,Dt <> future Dt from St&ard current Dt,,TMS_Customers,TMS_Customers.INCORPORATION_DATE,,,,,"Date cannot be future date from current date, some with Entity Type"
WMS,_,DL_CIF,DL_CIF.CIF_DOB,"Entity Type = ORG
Date Of Registration",DOR_Rule_3_WMS,Date Of Registration,Dt <> future Dt from St&ard current Dt,,DL_CIF,DL_CIF.CIF_DOB,,,,,"Date cannot be future date from current date, some with Entity Type"
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY_TYPE
FTDWM601.CB_COMPANY_NAME
FTDWM601.CB_EMP_TYPE
FTDWM601.CB_OCCUPN
FTDWM601.CB_EMP_SEC","Entity Type
Employment Name
Employment Type
Occupation code
Employment sector",Employer’s_Name_Rule_1_CPR,Employer’s Name,"Employer name must hv at least 3 chars & not consist of wholly numeric or wholly symbol
If Empl type <> 200 or 120 or 003 or 116 &
Occupation cd <> 'Blank' &
Occupation cd <> U001, U002, U003, U00X,6503, 6504, 6502, 6506 & 6999 & 
Empl Sec <> 'Blank'",,FTDWM601,FTDWM601.CB_COMPANY_NAME,FTDWM601,"FTDWM601.CB_EMP_TYPE,FTDWM601.CB_OCCUPN,FTDWM601.CB_EMP_SEC",,,Multiple regex check when column 1 not equals some values and column 2 not equals some values with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldEmployer
tblCustomers.fldEmploymentType
tblCustomers.fldOccupation
tblCustomers.fldEmploymentSector","Entity Type
Employment Name
Employment Type
Occupation code
Employment sector",Employer’s_Name_Rule_1_POR,Employer’s Name,"Employer name must hv at least 3 chars & not consist of wholly numeric or wholly symbol
If Empl type <> 200 or 120 or 003 or 116 &
Occupation cd <> 'Blank' &
Occupation cd <> U001, U002, U003, U00X,6503, 6504, 6502, 6506 & 6999 & 
Empl Sec <> 'Blank'",,tblCustomers,tblCustomers.fldEmployer,tblCustomers,"tblCustomers.fldEmploymentType,tblCustomers.fldOccupation,tblCustomers.fldEmploymentSector",,,Multiple regex check when column 1 not equals some values and column 2 not equals some values with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMEM1
FLACM.FLMEM2
FLACM.FLMOC1
FLACM.FLMOC2","Entity Type
Employment Name
Occupation",Employer’s_Name_Rule_2_AMS,Employer’s Name,"Employer name (case insensitive) can be NA, N/A, N.A, NULL, NIL or Blank If Occupation cd = U001, U002, U003, U00X,6503, 6504, 6502, 6506 & 6999","Employer Name/Occupation detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for Employer Name/Occupation",FLACM,"FLACM.FLMEM1,FLACM.FLMEM2",FLACM,"FLACM.FLMOC1,FLACM.FLMOC2",,,Equals some values when another column = some values
CLS,_,"CFMAST
CFEMPH","CFMAST.CFCOD2
CFEMPH.CFENA1
CFEMPH.CFEJCD","Entity Type
Employment Name
Occupation code",Employer’s_Name_Rule_2_CLS,Employer’s Name,"Employer name (case insensitive) can be NA, N/A, N.A, NULL, NIL or Blank If Occupation cd = U001, U002, U003, U00X,6503, 6504, 6502, 6506 & 6999",,CFEMPH,CFEMPH.CFENA1,CFEMPH,CFEMPH.CFEJCD,,,Equals some values when another column = some values
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY_TYPE
FTDWM601.CB_COMPANY_NAME
FTDWM601.CB_OCCUPN","Entity Type
Employment Name
Occupation code",Employer’s_Name_Rule_2_CPR,Employer’s Name,"Employer name (case insensitive) can be NA, N/A, N.A, NULL, NIL or Blank If Occupation cd = U001, U002, U003, U00X,6503, 6504, 6502, 6506 & 6999",,FTDWM601,FTDWM601.CB_COMPANY_NAME,FTDWM601,FTDWM601.CB_OCCUPN,,,Equals some values when another column = some values
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.MC1EMP 
CLMST.MC1OCC","Entity Type
Employment Name
Occupation code",Employer’s_Name_Rule_2_MAS,Employer’s Name,"Employer name (case insensitive) can be NA, N/A, N.A, NULL, NIL or Blank If Occupation cd = U001, U002, U003, U00X,6503, 6504, 6502, 6506 & 6999",,CLMST,CLMST.MC1EMP ,CLMST,CLMST.MC1OCC,,,Equals some values when another column = some values
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_EMP_NAME
TRN_CPDF_DBF.M_OCCUPATION","Entity Type
Employment Name
Occupation code",Employer’s_Name_Rule_2_MRX,Employer’s Name,"Employer name (case insensitive) can be NA, N/A, N.A, NULL, NIL or Blank If Occupation cd = U001, U002, U003, U00X,6503, 6504, 6502, 6506 & 6999",,TRN_CPDF_DBF,TRN_CPDF_DBF.M_EMP_NAME,TRN_CPDF_DBF,TRN_CPDF_DBF.M_OCCUPATION,,,Equals some values when another column = some values
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldEmployer
tblCustomers.fldOccupation","Entity Type
Employment Name
Occupation code",Employer’s_Name_Rule_2_POR,Employer’s Name,"Employer name (case insensitive) can be NA, N/A, N.A, NULL, NIL or Blank If Occupation cd = U001, U002, U003, U00X,6503, 6504, 6502, 6506 & 6999",,tblCustomers,tblCustomers.fldEmployer,tblCustomers,tblCustomers.fldOccupation,,,Equals some values when another column = some values
TCS,Loan and Deposit,MIS004,"MIS004.MI004_CUSTOMER_TYPE
MIS004.MI004_EMPLOYER_NAME
MIS004.MI004_OCCUPATION_CODE","Entity Type
Employer Name
Occupation code",Employer’s_Name_Rule_2_TCS,Employer’s Name,"Employer name (case insensitive) can be NA, N/A, N.A, NULL, NIL or Blank If Occupation cd = U001, U002, U003, U00X,6503, 6504, 6502, 6506 & 6999",,MIS004,MIS004.MI004_EMPLOYER_NAME,MIS004,MIS004.MI004_OCCUPATION_CODE,,,Equals some values when another column = some values
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY_TYPE
FTDWM601.CB_EMP_SEC
FTDWM601.CB_EMP_TYPE","Entity Type
Employment Sector
Employment Type",Employment_Sector_Rule_1_CPR,Employment Sector,Empl Sec <> blank if Empl Type hv value EXCEPT for Empl type '200' or '120' or '116',,FTDWM601,FTDWM601.CB_EMP_SEC,FTDWM601,FTDWM601.CB_EMP_TYPE,,,"Cannot be blank if another column has value other than some values, otherwise blank"
MAS,_,"CLMST
MCGD1","CLMST.C1TYPE 
MCGD1.MC1ESC
MCGD1.MC1ETY","Entity Type
Employment Sector
Employment Type",Employment_Sector_Rule_1_MAS,Employment Sector,Empl Sec <> blank if Empl Type hv value EXCEPT for Empl type '200' or '120' or '116',,MCGD1,MCGD1.MC1ESC,MCGD1,MCGD1.MC1ETY,,,"Cannot be blank if another column has value other than some values, otherwise blank"
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldEmploymentSector
tblCustomers.fldEmploymentType","Entity Type
Employment Sector
Employment Type",Employment_Sector_Rule_1_POR,Employment Sector,Empl Sec <> blank if Empl Type hv value EXCEPT for Empl type '200' or '120' or '116',,tblCustomers,tblCustomers.fldEmploymentSector,tblCustomers,tblCustomers.fldEmploymentType,,,"Cannot be blank if another column has value other than some values, otherwise blank"
CLS,_,"CFMAST
CFEMPH","CFMAST.CFCOD2
CFEMPH.CFESEC
CFEMPH.CFETCD","Entity Type
Employment Sector
Employment Type",Employment_Sector_Rule_2_CLS,Employment Sector,"Empl Sec can be 88888 (Not Applicable) or Blank, if Empl type = to '200' or '120' or '116'",,CFEMPH,CFEMPH.CFESEC,CFEMPH,CFEMPH.CFETCD,,,Equals some values when another column = some values
TCS,Loan and Deposit,MIS004,"MIS004.MI004_CUSTOMER_TYPE
MIS004.MI004_EMPLOYMENT_SECTOR
MIS004.MI004_EMPLOYMENT_TYPE","Entity Type
Employment Sector
Employment Type",Employment_Sector_Rule_2_TCS,Employment Sector,"Empl Sec can be 88888 (Not Applicable) or Blank, if Empl type = to '200', '120' or '003' or '116'",,MIS004,MIS004.MI004_EMPLOYMENT_SECTOR,MIS004,MIS004.MI004_EMPLOYMENT_TYPE,,,Equals some values when another column = some values
CLS,_,"CFMAST
CFEMPH","CFMAST.CFCOD2
CFEMPH.CFESEC","Entity Type
Employment Sector",Employment_Sector_Rule_3_CLS,Employment Sector,"Empl Sec <> = ""S1000"" (Other Service Activities)",,CFEMPH,CFEMPH.CFESEC,,,,,Cannot equals to value with Entity Type
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY_TYPE
FTDWM601.CB_EMP_SEC
FTDWM601.CB_EMP_TYPE","Entity Type
Employment Sector
Employment Type",Employment_Sector_Rule_3_CPR,Employment Sector,"Empl Sec can be 88888 (Not Applicable) or Blank, if Empl type = to '200' or '120' or '116'",,FTDWM601,FTDWM601.CB_EMP_SEC,FTDWM601,FTDWM601.CB_EMP_TYPE,,,Equals some values when another column = some values
MAS,_,"CLMST
MCGD1","CLMST.C1TYPE 
MCGD1.MC1ESC
MCGD1.MC1ETY","Entity Type
Employment Sector
Employment Type",Employment_Sector_Rule_3_MAS,Employment Sector,"Empl Sec can be 88888 (Not Applicable) or Blank, if Empl type = to '200' or '120' or '116'",,MCGD1,MCGD1.MC1ESC,MCGD1,MCGD1.MC1ETY,,,Equals some values when another column = some values
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_EMP_SECTOR
TRN_CPDF_DBF.M_EMP_TYPE","Entity Type
Employment Sector
Employment Type",Employment_Sector_Rule_3_MRX,Employment Sector,"Empl Sec can be 88888 (Not Applicable) or Blank, if Empl type = to '200' or '120' or '116'",,TRN_CPDF_DBF,TRN_CPDF_DBF.M_EMP_SECTOR,TRN_CPDF_DBF,TRN_CPDF_DBF.M_EMP_TYPE,,,Equals some values when another column = some values
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldEmploymentSector
tblCustomers.fldEmploymentType","Entity Type
Employment Sector
Employment Type",Employment_Sector_Rule_3_POR,Employment Sector,"Empl Sec can be 88888 (Not Applicable) or Blank, if Empl type = to '200' or '120' or '116'",,tblCustomers,tblCustomers.fldEmploymentSector,tblCustomers,tblCustomers.fldEmploymentType,,,Equals some values when another column = some values
TCS,Loan and Deposit,MIS004,"MIS004.MI004_CUSTOMER_TYPE
MIS004.MI004_EMPLOYMENT_SECTOR","Entity Type
Employment Sector",Employment_Sector_Rule_3_TCS,Employment Sector,"Empl Sec <> = ""S1000"" (Other Service Activities)",,MIS004,MIS004.MI004_EMPLOYMENT_SECTOR,,,,,Cannot equals to value with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMTT1
FLACM.FLMTT2","Entity Type
Employment Sector",Employment_Sector_Rule_4_AMS,Employment Sector,"Empl Sec <> = ""S1000"" (Other Service Activities)","Employment Sector detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for Employment Sector

Employment Sector shared field FLMTT1/FLMTT2 at char 8_12",FLACM,"FLACM.FLMTT1,FLACM.FLMTT2",,,,,Cannot equals to value with Entity Type
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY_TYPE
FTDWM601.CB_EMP_SEC","Entity Type
Employment Sector",Employment_Sector_Rule_4_CPR,Employment Sector,"Empl Sec <> = ""S1000"" (Other Service Activities)",,FTDWM601,FTDWM601.CB_EMP_SEC,,,,,Cannot equals to value with Entity Type
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_EMP_SECTOR","Entity Type
Employment Sector",Employment_Sector_Rule_4_MRX,Employment Sector,Empl Sec <> = S1000_Other Service Activities,,TRN_CPDF_DBF,TRN_CPDF_DBF.M_EMP_SECTOR,,,,,Cannot equals to value with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldEmploymentSector","Entity Type
Employment Sector",Employment_Sector_Rule_4_POR,Employment Sector,"Empl Sec <> = ""S1000"" (Other Service Activities)",,tblCustomers,tblCustomers.fldEmploymentSector,,,,,Cannot equals to value with Entity Type
AMS,_,FLACM,FLACM.FLMBGC,Entity Type,EntTyp_Rule_1_AMS,Entity Type,Entity Type <> BLANK,,FLACM,FLACM.FLMBGC,,,,,Cannot be blank
CLS,_,CFMAST,CFMAST.CFCOD2,Entity Type,EntTyp_Rule_1_CLS,Entity Type,Entity Type <> BLANK,,CFMAST,CFMAST.CFCOD2,,,,,Cannot be blank
CPR,_,"FTDWM601
FTDWD613","FTDWM601.CB_ENTITY_TYPE
FTDWD601.CB_ENTITY_TYPE
FTDWD613.CO_ENTITY_TYP",Entity Type,EntTyp_Rule_1_CPR,Entity Type,Entity Type <> BLANK,,"FTDWM601
FTDWD613","FTDWD601.CB_ENTITY_TYPE
FTDWD613.CO_ENTITY_TYP",,,,,Cannot be blank
EAM,_,CLMST,CLMST.C1TYPE,Entity Type,EntTyp_Rule_1_EAM,Entity Type,Entity Type <> BLANK,,CLMST,CLMST.C1TYPE,,,,,Cannot be blank
MAS,_,CLMST,CLMST.C1TYPE,Entity Type,EntTyp_Rule_1_MAS,Entity Type,Entity Type <> BLANK,,CLMST,CLMST.C1TYPE,,,,,Cannot be blank
MRX,_,TRN_CPDF_DBF,TRN_CPDF_DBF.M_CUST_TYPE,Entity Type,EntTyp_Rule_1_MRX,Entity Type,Entity Type <> BLANK,,TRN_CPDF_DBF,TRN_CPDF_DBF.M_CUST_TYPE,,,,,Cannot be blank
POR,_,tblCustomers,tblCustomers.fldEntityType,Entity Type,EntTyp_Rule_1_POR,Entity Type,Entity Type <> BLANK,,tblCustomers,tblCustomers.fldEntityType,,,,,Cannot be blank
TCS,Loan and Deposit,MIS004,MIS004.MI004_CUSTOMER_TYPE,Entity Type,EntTyp_Rule_1_TCS,Entity Type,Entity Type <> BLANK,,MIS004,MIS004.MI004_CUSTOMER_TYPE,,,,,Cannot be blank
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.Company Code",Entity Type,EntTyp_Rule_1_Tomswin,Entity Type,Entity Type <> BLANK,,TMS_Customers,TMS_Customers.CUSTOMER_TYPE_CODE,,,,,Cannot be blank
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMGD1/FLMGD2
FLACM.FLMNI1/FLMNI2
FLACM.FLMTT1/FLMTT2","Entity Type
Gender
Id Type =New IC
Id Number = New IC",Gender_Rule_2_AMS,Gender,If ID type = '06' (NRIC) & last digits is an odd Num then Gender must be 'Male' Else 'Female',"Gender/ID Type/ID Number detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for Gender/ID Type/ID Number

Id type is stored in FLMTT1/FLMTT2 in char 3_4 (it's a shared field in source system)",FLACM,"FLACM.FLMGD1,FLACM.FLMGD2",FLACM,"FLACM.FLMNI1,FLACM.FLMNI2,FLACM.FLMTT1,FLACM.FLMTT2",,,Equals value A if column = value & last digit else value B with Entity Type
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFCSEX
CFMAST.CFSSCD","Entity Type
Gender
Id Type =New IC",Gender_Rule_2_CLS,Gender,If ID type= 'AMK' or 'APR' (NRIC) & last digits is an odd Num then Gender must be 'Male' Else 'Female',,CFMAST,CFMAST.CFCSEX,CFMAST,CFMAST.CFSSCD,,,Equals value A if column = value & last digit else value B with Entity Type
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY_TYPE
FTDWM601.CB_SEX
FTDWM601.CB_NEW_IC_NO
FTDWM601.CB_NEW_ICNO_ID_TYPE","Entity Type
Gender
Id Type =New IC
Id Number = New IC",Gender_Rule_2_CPR,Gender,If ID type = '0006' (NRIC) & last digits is an odd Num then Gender must be 'Male' Else 'Female',,FTDWM601,FTDWM601.CB_SEX,FTDWM601,"FTDWM601.CB_NEW_IC_NO,FTDWM601.CB_NEW_ICNO_ID_TYPE",,,Equals value A if column = value & last digit else value B with Entity Type
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_GENDER
TRN_CPDF_DBF.M_ID_TYPE","Entity Type
Gender
Id Type =New IC",Gender_Rule_2_MRX,Gender,If ID type = '0006' (NRIC) & last digits is an odd Num then Gender must be 'Male' Else 'Female',,TRN_CPDF_DBF,TRN_CPDF_DBF.M_GENDER,TRN_CPDF_DBF,TRN_CPDF_DBF.M_ID_TYPE,,,Equals value A if column = value & last digit else value B with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldGender
tblCustomers.fldPrimeIdentificationType
tblCustomers.fldNewNRICNum","Entity Type
Gender
Id Type =New IC",Gender_Rule_2_POR,Gender,If ID type = '0006' (NRIC) & last digits is an odd Num then Gender must be 'Male' Else 'Female',,tblCustomers,tblCustomers.fldGender,tblCustomers,"tblCustomers.fldPrimeIdentificationType,tblCustomers.fldNewNRICNum",,,Equals value A if column = value & last digit else value B with Entity Type
TCS,Loan and Deposit,MIS004,"MI004_CUSTOMER_TYPE
MI004_SEX_CODE
MI004_ID_TYPE
MI004_CUSVDD_ID1","Entity Type
Gender
Id Type =New IC",Gender_Rule_2_TCS,Gender,If ID type = '0006' (NRIC) & last digits is an odd Num then Gender must be 'Male' Else 'Female',,MIS004,"MI004_SEX_CODE
",MIS004,"MI004_ID_TYPE,MI004_CUSVDD_ID1",,,Equals value A if column = value & last digit else value B with Entity Type
WMS,_,DL_CIF,"DL_CIF.CIF_GENDER_CODE
DL_CIF.CIF_ID_TYPE
DL_CIF.CIF_CLIENT_ID","Entity Type = IDV
Gender
Id Type =New IC
Id Number",Gender_Rule_2_WMS,Gender,If ID type = '1' (NRIC) & last digits is an odd Num then Gender must be 'Male' Else 'Female',,DL_CIF,DL_CIF.CIF_GENDER_CODE,DL_CIF,"DL_CIF.CIF_ID_TYPE,DL_CIF.CIF_CLIENT_ID",,,
CLS,_,"CFMAST
CFEMPH","CFMAST.CFCOD2
CFEMPH.CFEICM
CFEMPH.CFETCD
CFEMPH.CFESEC","Entity Type
Income
Employment Type
Employment Sector",Gross_Income_Rule_1_CLS,Gross Income,"Gross income <> 0.00 or 'BLANK"" If Empl type not = to 'Unemployed' 
(120, 200 & 003) & Empl Sec <> Blank & Occupation <> Blank",,CFEMPH,CFEMPH.CFEICM,CFEMPH,"CFEMPH.CFETCD,CFEMPH.CFESEC",,,Cannot be zero or blank when some columns = values or not equals value with Entity Type
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY_TYPE
FTDWM601.CB_MTH_BASIC_SALARY
FTDWM601.CB_EMP_TYPE","Entity Type
Salary
Employment Type",Gross_Income_Rule_1_CPR,Gross Income,"Gross income <> 0.00 or 'BLANK"" If Empl type not = to 'Unemployed' (120, 200, 116 & 003) & Empl Sec <> 'BLANK' & Occupation <> 'BLANK'",,FTDWM601,FTDWM601.CB_MTH_BASIC_SALARY,FTDWM601,FTDWM601.CB_EMP_TYPE,,,Cannot be zero or blank when some columns = values or not equals value with Entity Type
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_GROSS_INCOME
TRN_CPDF_DBF.M_EMP_TYPE","Entity Type
Gross Income
Employment Type",Gross_Income_Rule_1_MRX,Gross Income,"Gross income <> 0.00 or 'BLANK"" If Empl type not = to 'Unemployed' (120, 200, 116 & 003) & Empl Sec <> 'BLANK' & Occupation <> 'BLANK'",,TRN_CPDF_DBF,TRN_CPDF_DBF.M_GROSS_INCOME,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE,TRN_CPDF_DBF.M_EMP_TYPE",,,Cannot be zero or blank when some columns = values or not equals value with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldGrossIncome
tblCustomers.fldEmploymentType

","Entity Type
Gross Income
Employment Type",Gross_Income_Rule_1_POR,Gross Income,"Gross income <> 0.00 or 'BLANK"" If Empl type not = to 'Unemployed' 
(120, 200 & 003) & Empl Sec <> 'BLANK' & Occupation <> 'BLANK'",,tblCustomers,tblCustomers.fldGrossIncome,tblCustomers,"tblCustomers.fldEntityType,tblCustomers.fldEmploymentType",,,Cannot be zero or blank when some columns = values or not equals value with Entity Type
